file_path,device,is_behavior,set_type,type_label,brand_label,device_label,sample_file,sample_base,seq_feature_path,raw_feature_path,behavior_type,idle_group
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00026_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00026.csv,netatmo-weather-station__2019-04-28_idle__00026,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00026_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00026_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00117_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00117.csv,netatmo-weather-station__2019-04-28_idle__00117,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00117_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00117_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00036_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00036.csv,netatmo-weather-station__2019-04-28_idle__00036,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00036_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00036_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00089_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00089.csv,netatmo-weather-station__2019-04-28_idle__00089,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00089_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00089_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00003_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00003.csv,netatmo-weather-station__2019-04-28_idle__00003,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00003_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00003_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00080_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00080.csv,netatmo-weather-station__2019-04-28_idle__00080,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00080_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00080_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00129_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00129.csv,netatmo-weather-station__2019-04-28_idle__00129,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00129_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00129_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00109_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00109.csv,netatmo-weather-station__2019-04-28_idle__00109,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00109_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00109_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00056_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00056.csv,netatmo-weather-station__2019-04-28_idle__00056,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00056_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00056_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00155_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00155.csv,netatmo-weather-station__2019-04-28_idle__00155,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00155_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00155_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00058_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00058.csv,netatmo-weather-station__2019-04-28_idle__00058,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00058_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00058_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00127_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00127.csv,netatmo-weather-station__2019-04-28_idle__00127,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00127_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00127_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00119_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00119.csv,netatmo-weather-station__2019-04-28_idle__00119,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00119_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00119_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00014_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00014.csv,netatmo-weather-station__2019-04-28_idle__00014,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00014_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00014_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00083_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00083.csv,netatmo-weather-station__2019-04-28_idle__00083,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00083_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00083_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00148_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00148.csv,netatmo-weather-station__2019-04-28_idle__00148,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00148_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00148_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00082_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00082.csv,netatmo-weather-station__2019-04-28_idle__00082,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00082_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00082_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00031_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00031.csv,netatmo-weather-station__2019-04-28_idle__00031,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00031_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00031_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00145_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00145.csv,netatmo-weather-station__2019-04-28_idle__00145,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00145_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00145_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00059_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00059.csv,netatmo-weather-station__2019-04-28_idle__00059,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00059_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00059_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00116_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00116.csv,netatmo-weather-station__2019-04-28_idle__00116,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00116_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00116_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00091_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00091.csv,netatmo-weather-station__2019-04-28_idle__00091,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00091_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00091_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00111_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00111.csv,netatmo-weather-station__2019-04-28_idle__00111,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00111_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00111_raw.npz,,2019-04-28_idle
/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_statistical_feature/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00100_stat.csv,netatmo-weather-station,0,unknown,Appliances1,Netatmo,netatmo-weather-station,netatmo-weather-station__2019-04-28_idle__00100.csv,netatmo-weather-station__2019-04-28_idle__00100,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_sequence_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00100_seq.npz,/home/hyj/unknownDeviceIdentification/dataset/7_cleaned_features/7_cleaned_rawByte_feature_matrix/uk/netatmo-weather-station/idle/2019-04-28_idle/netatmo-weather-station__2019-04-28_idle__00100_raw.npz,,2019-04-28_idle
